1.030820600162906686e+02,1.368327949051884040e-01
2.411739903004711323e+02,3.961938528924794367e-01
2.416930832882596576e+02,2.938546139931237922e-01
1.283419050492727536e+02,6.027840040356680085e-01
1.623923793151158179e+02,8.920880480215334085e-01
1.214022028619783526e+02,2.044704394066452768e-01
1.205327744745850254e+02,2.388713306773193601e-01
1.558286573031608668e+02,3.066512461277438040e-01
2.447335613380286929e+02,4.347191733460945562e-01
1.138780788943348483e+02,2.048151146183144755e-01
1.194496332752324292e+02,3.323601003369687223e-01
1.078547861773132439e+02,4.962448758044331054e-01
1.162559629770487817e+02,8.736034516311188547e-01
1.761866569406045073e+02,3.379118905124987027e-01
2.170824053621052485e+02,6.214415491621938514e-01
1.023547917803143434e+02,5.284903180919789945e-01
1.314575536212094562e+02,8.096211046820939172e-01
1.180441194056182326e+02,7.916785980830175484e-01
1.252761739381533772e+02,8.524262585091728628e-01
1.347556193436791148e+02,1.846665108013074708e-01
1.407648110306229228e+02,5.905778556834615500e-01
1.475695027198118510e+02,2.428726488269056516e-01
1.154519240859647198e+02,1.593416474726473686e-01
2.058609377881236924e+02,8.967461917406970295e-01
1.711970989212870791e+02,3.850191819368190549e-01
1.403229052214480248e+02,7.715795909434536304e-01
1.430647599211129091e+02,6.104571326051098090e-01
1.190128410239948948e+02,2.676990959466695186e-01
1.213739558442369315e+02,8.827415525374645577e-01
2.306656797888301753e+02,2.107290908945271823e-01
1.282402336336905648e+02,5.425784878588930660e-01
1.044385006858550753e+02,3.133875026484558290e-01
1.282127061708885378e+02,3.493534460802043551e-01
1.315519773213302983e+02,3.647986752080504269e-01
1.908780459949400665e+02,2.166647499330481286e-01
1.089987886560387125e+02,7.566073371337630471e-01
1.122649979291066273e+02,2.288939542792598481e-01
1.709323536330927595e+02,4.986746955195012765e-01
1.677295350686410131e+02,3.648251634234425111e-01
2.139508911824555923e+02,2.558738117466299311e-01
1.211231077555892313e+02,2.170620527042978753e-01
1.116588931253038339e+02,6.493807938044108274e-01
1.529928244910505555e+02,8.956952817003686063e-01
1.123955998410163346e+02,3.278056628663273964e-01
1.838141198005306194e+02,5.529535482057764684e-01
1.048871487743118962e+02,1.962460382453290464e-01
1.190290658845173795e+02,1.346903570472466061e-01
1.277499509825366744e+02,2.262815676635769602e-01
1.698381669511835241e+02,4.464114330617791060e-01
1.032670900147331707e+02,4.017723454669858141e-01
1.364494952442540523e+02,1.481410965444287520e-01
1.691435882253203999e+02,5.998699747313097630e-01
1.637373214669721904e+02,4.902373203565767446e-01
1.351972393464739639e+02,4.293728980378881399e-01
1.830430920040010960e+02,4.612278828652109919e-01
1.143058218334141287e+02,5.420875574064816238e-01
1.771834379272422950e+02,8.478554925299670586e-01
1.851425466538544526e+02,3.115312156408328592e-01
1.331890238364001675e+02,1.141434577216943885e-01
1.998485212462003915e+02,6.587301320893036438e-01
1.339918648903197322e+02,7.458742244575632396e-01
2.433435455394074438e+02,6.138742569620568856e-01
1.856784121377331758e+02,5.220032531675750098e-01
1.254067286596964408e+02,7.658908376673462248e-01
2.037724040054752663e+02,3.808874663518946324e-01
2.193088162656844133e+02,2.516509060953804888e-01
1.032271889404221383e+02,1.138276150453245705e-01
1.235809202595212213e+02,8.845799659119616409e-01
1.032869101781407437e+02,7.488191532736618861e-01
1.166082614055724065e+02,8.686362141323473729e-01
1.176063043337836262e+02,1.101848399577863707e-01
2.275418614830410036e+02,3.264920054439013342e-01
1.148574023839018281e+02,2.818557760207934249e-01
1.560096563861787899e+02,1.021857626817022080e-01
1.020042173273490533e+02,3.791689546137894107e-01
1.073396819509648878e+02,4.518519057476304557e-01
2.153486579208560272e+02,2.452243089913314356e-01
2.455945219365870287e+02,5.062612482190342877e-01
1.020789154535686976e+02,3.262418446522911131e-01
2.112851849679519205e+02,8.616379109501035582e-01
2.448201209813270225e+02,4.798818984512712715e-01
2.039419264356108101e+02,3.080314474167747396e-01
1.446395764653419462e+02,3.472098597427865085e-01
1.481909326019865318e+02,1.171034902288809604e-01
2.026619562788773123e+02,3.261451849279345394e-01
1.529821761301917036e+02,3.063475782426288152e-01
1.844754534931862224e+02,8.583502583143345355e-01
1.742964504781739947e+02,6.783457914559446467e-01
2.277474845226291507e+02,7.632400421523114487e-01
1.061013613760561327e+02,5.587668352870368560e-01
2.284766334479500642e+02,1.986288517294172162e-01
1.544624205459348616e+02,5.633520215642013884e-01
1.030964125101373980e+02,5.353707917850965003e-01
1.269317837672029157e+02,4.861471731918104444e-01
1.130180769534164114e+02,5.845156171803317369e-01
1.730895459122886848e+02,5.309567326208995963e-01
1.528887995394373718e+02,4.504890283372263715e-01
1.049500242870621918e+02,6.711432146023678103e-01
1.254400760006362106e+02,3.541258728897042074e-01
1.919716214239351189e+02,3.590169523241640848e-01
